Gene,log2FC,Pvalue,Padj
ACTBP2,-0.06610000000000049,0.6531788031465713,14124.991618044603
ACTBP7,-0.08086666666666531,0.4638148707618036,10029.996580224002
ACTC1,0.5526799999999996,0.01556987623266376,336.6985735313538
ACTG1,-0.046099999999997365,0.4683186965146981,10127.391812130347
ACTG1P1,0.0012666666666678594,0.9850287922590593,21301.247632602157
ACTG2,0.34428333333333505,0.020616804552822277,445.8383984547817
ACTL10,-0.19579333333333349,0.036716354432398325,793.9911646006137
ACTL6A,-0.5241666666666678,0.0016328650008379283,35.3107056431202
ACTL6B,-0.1957966666666664,0.1584819403153565,3427.1719593195844
ACTL7A,0.05209333333333177,0.6027209753340714,13033.841091599295
ACTL7B,-0.19885333333333488,0.027547073292324968,595.7054599465274
ACTL8,-0.25058666666666696,0.1096658333035749,2371.523645189807
ACTL9,-0.24588333333333434,0.20565870739942124,4447.369547512484
ACTN1,-1.2447333333333326,9.915841818694035e-06,0.2144300793292585
ACTN2,-0.2757100000000001,0.026715463575647462,577.7218998233764
ACTN3,-0.27089333333333343,0.0006093538746408888,13.17727753910922
ACTN4,-0.14126666666666488,0.0009295592548206088,20.101718885495664
ACTR10,0.35087000000000046,0.00771481283412006,166.8328275378463
ACTR1A,-0.025399999999999423,0.5853048260043705,12657.216862344512
ACTR1B,-0.08393666666666633,0.3090409592173275,6683.010743074707
ACTR2,0.22133333333333383,0.009308115206163835,201.28799133329292
ACTR3,0.023133333333333894,0.5077613466398819,10980.339121087447
ACTR3B,0.14280000000000115,0.12860667200201334,2781.1192820435385
ACTR3BP2,0.04463083333333406,0.5756893903632597,12449.283066605492
ACTR3C,0.05880999999999936,0.7356653725231992,15908.763680814183
ACTR5,-0.39840666666666813,0.0033943178876237002,73.40212431986252
ACTR6,-0.0908733333333327,0.46795207861403687,10119.463700028547
ACTR8,0.22496666666666698,0.011790178420620322,254.96260834591445
ACTRT1,-0.16563333333333308,0.026395080018135317,570.7936053921762
ACTRT2,-0.17823333333333213,0.11963931832955878,2587.2002588767086
ACTRT3,-0.05019000000000062,0.637061274658141,13776.450064482298
ACVR1,0.356323333333334,0.03308831331106098,715.5347753516936
ACVR1B,0.005873333333333619,0.9305633486172192,20123.432413847368
ACVR1C,-0.19876333333333474,0.00045076891627646236,9.747877814478498
ACVR2A,0.09001666666666708,0.5352215664495977,11574.16637447255
ACVR2B,-0.0170266666666663,0.6975140144254949,15083.740561951327
ACVRL1,0.174383333333334,0.0220956655913257,477.81876841241825
ACY1,0.4940666666666651,1.0358337285206278e-05,0.22399904379258576
ACY3,0.020979999999999777,0.7295842692840832,15777.259823268298
ACYP1,-0.36587333333333305,0.021999079148042135,475.73008657641117
ACYP2,1.4146599999999996,0.0018885026293864215,40.83886936048136
ADA,0.6526466666666657,0.001332687010838184,28.819356609375728
ADAD1,-0.07004333333333346,0.2454720696148511,5308.333505421155
ADAD2,0.014323333333333466,0.8724544133436152,18866.826688555677
ADAL,0.3517333333333337,0.012086663700678475,261.374102527172
ADAM10,0.004633333333332601,0.9044749106826782,19559.269943512914
ADAM11,0.04115333333333382,0.21446914956038976,4637.895359243428
ADAM12,0.2766866666666665,0.07260622862376179,1570.1096939888487
ADAM15,-0.09826333333333181,0.132267742044752,2860.289921717762
ADAM17,0.7805666666666671,0.0006778861097940761,14.659287124296895
ADAM18,0.10013666666666587,0.2754879258727155,5957.426396997472
ADAM19,-1.0414533333333331,0.00035535288716626175,7.68450618497041
ADAM2,-0.04794333333333345,0.7124973258151502,15407.754670752623
ADAM20,0.4652700000000003,0.028219646554080324,610.249856731987
ADAM20P1,0.9983933333333335,0.01708075317700492,369.37128745273134
ADAM21,0.8239533333333346,0.0026338609329778625,56.95724267564628
ADAM22,0.13765000000000072,0.41250477978282,8920.415862803482
ADAM23,0.18714666666666702,0.12731306524025068,2753.145035820421
ADAM28,-0.10382666666666651,0.35891973590175824,7761.639288875522
ADAM29,-0.1720000000000006,0.2707343107355516,5854.629469656304
ADAM30,-0.04598000000000013,0.6325624228946449,13679.162395096697
ADAM32,0.11094666666666697,0.22081173573634713,4775.053785298507
ADAM33,-0.1063333333333345,0.18406483382404193,3980.4020314449067
ADAM3A,-0.04309666666666612,0.5379931830506629,11634.102583470585
ADAM5,-0.028989999999999405,0.7412867980932791,16030.32700876716
ADAM6,-0.16537666666666695,0.1767012023388754,3821.1635005781804
ADAM7,-0.1969599999999998,0.24574639382207353,5314.26576640234
ADAM8,-0.15449666666666761,0.10374891663369652,2243.5703222036873
ADAM9,-0.1570999999999998,0.15786535727930204,3413.8383511649067
ADAMDEC1,-0.23050999999999977,0.041836531288401466,904.7149891116817
ADAMTS1,-0.1953866666666677,0.10956294906183056,2369.298773462086
ADAMTS10,-0.05137999999999998,0.5604750315297037,12120.272556829843
ADAMTS12,-0.8606599999999993,3.233008475178441e-05,0.6991380827573379
ADAMTS13,-0.031016666666667803,0.5827131537645133,12601.171950157599
ADAMTS14,-0.17903999999999876,0.2899899398232207,6271.032448677147
ADAMTS15,2.3967533333333346,2.4769614075596927e-05,0.5356429043847836
ADAMTS16,-0.6233199999999988,8.888714992412084e-07,0.01922184617109113
ADAMTS17,-0.525336666666667,0.0003640632691682847,7.872868195764156
ADAMTS18,-0.2942266666666651,0.11083926218242382,2396.899044694915
ADAMTS19,-0.1279966666666681,0.1141015762558168,2467.446586532038
ADAMTS2,-0.09117666666666757,0.2649237145076896,5728.975326228788
ADAMTS20,0.11764999999999937,0.27545253587394475,5956.661088274055
ADAMTS3,-0.38856999999999875,0.042077310463569176,909.9218387746835
ADAMTS4,0.013230000000000075,0.9060029525031547,19592.31384788072
ADAMTS5,0.4029600000000002,0.0071938636192433215,155.56730076613684
ADAMTS6,0.4228000000000005,0.015003350811762966,324.44746130437414
ADAMTS7,0.30058000000000185,0.007313522156047156,158.15491662451976
ADAMTS8,-0.045709999999999695,0.6176054212757388,13355.717235087852
ADAMTS9,-1.1240300000000003,2.378241432390538e-05,0.5142947097544539
ADAMTSL1,-0.11534000000000066,0.06974278350001376,1508.1876931877975
ADAMTSL2,-0.052873333333334216,0.2706692524951797,5853.222585208261
ADAMTSL3,0.20558333333333323,0.17356624064981674,3753.369954052287
ADAMTSL4,0.3159216666666653,0.028251591510370995,610.9406664117728
ADAMTSL5,0.4754166666666677,0.004170045626109174,90.17723666461089
ADAP1,0.9270833333333339,0.001797233537668229,38.86517525207545
ADAP2,0.09554333333333354,0.02585721860345057,559.1623522996185
ADAR,0.07823333333333515,0.07432262785791931,1607.226827427505
ADARB1,-0.03704000000000107,0.5137896429559883,11110.701028923246
ADARB2,-0.22774999999999945,0.15089119030233974,3263.021990288097
ADAT1,-0.3132333333333328,0.030666887965945064,663.1714522635621
ADAT2,-0.5972633333333341,8.21277805501166e-06,0.17760132543962714
ADAT3,-0.2033116666666661,0.09495233659733372,2053.344278917342
ADCK1,0.5237999999999996,0.0023287219708944575,50.358612620592645
ADCK2,-0.0016366666666662866,0.9854067174890186,21309.420265700028
ADCK3,-0.023433333333333195,0.8122888031495991,17565.745368110078
ADCK4,0.8415766666666666,0.002406715241480743,52.04521709702107
ADCK5,0.08474000000000004,0.009932916606744042,214.79932162083992
ADCY1,-0.6078266666666661,0.00022569964253131705,4.880754769739731
ADCY10,-0.022126666666667738,0.7416075658461834,16037.263611423716
ADCY10P1,-0.37566333333333457,0.2062166003675231,4459.433982947687
ADCY2,-0.12532666666666614,0.015679975921622676,339.0794793050904
ADCY3,-0.8836433333333336,1.7885174994048748e-05,0.3867669092463042
ADCY4,-0.04335000000000022,0.6704051044111891,14497.510382891964
ADCY5,0.02229666666666663,0.7501213577930743,16221.374362275232
ADCY6,0.07845666666666773,0.10665543594663572,2306.4238023459975
ADCY7,0.06261333333333319,0.47884337165725177,10354.987912088069
ADCY8,-0.16531666666666656,0.30379878263998217,6569.6486745896145
ADCY9,0.1874366666666667,0.04794110880963015,1036.7264780082521
ADCYAP1,0.16817333333333284,0.1772065575817232,3832.0918077047645
ADCYAP1R1,-0.33847333333333385,0.0029759057511105813,64.35396186776632
ADD1,0.3333033333333333,0.007707796258997547,166.68109410082195
ADD2,-0.28635333333333257,0.016057135604990735,347.23555745792464
ADD3,1.396166666666666,4.2105733897750735e-05,0.9105364955388596
ADGB,-0.00621333333333407,0.9345435217530244,20209.50365790915
ADH1A,-0.13696666666666601,0.1263539202560146,2732.403525536316
ADH1B,-0.00868333333333382,0.9419179092762444,20368.974788098785
ADH1C,-0.15800666666666618,0.3624068812805606,7837.048807692123
ADH4,-0.2598066666666661,0.07789039706367712,1684.3798365020177
ADH5,0.06726666666666503,0.3395244466632972,7342.216159093801
ADH5P4,0.18230000000000146,0.04482494840784553,969.3395093196597
ADH6,0.03185000000000038,0.6160975174885474,13323.108815689837
